"FIPS","name","state","pop2010","pop2000","age_under_5","age_under_18","age_over_65","female","black","hispanic","white_not_hispanic","no_move_in_one_plus_year","foreign_born","foreign_spoken_at_home","hs_grad","bachelors","mean_work_travel","home_ownership","housing_multi_unit","median_val_owner_occupied","persons_per_household","per_capita_income","poverty","sales_per_capita","median_household_income","fed_spending","density","area"
13131,"Grady County","Georgia",25011,23659,7.6,25.7,14.1,51.6,28.7,10,59.5,88.8,6.1,8.3,74.1,10.1,27.4,64.6,4.8,90800,2.61,17785,25.9,6750,32247,167391,55,454.53
13133,"Greene County","Georgia",15994,14406,5.6,20.6,21,51.2,38.2,5.6,54.8,88.9,2.8,3.5,75.3,18.9,25.5,75.2,7,124300,2.59,24943,23.6,8715,38513,136286,41.3,387.44
13135,"Gwinnett County","Georgia",805321,588448,7.7,29.1,6.8,50.7,23.6,20.1,44,82.9,25.5,32.2,87.3,34.9,32.5,72.1,20.5,194200,2.97,26901,11,17939,63219,2448315,1871.2,430.38
13137,"Habersham County","Georgia",43041,35902,6.7,23.9,15.3,52.8,3.4,12.4,80.4,88.4,8.5,11.8,75,18.7,22.3,74.1,7.7,144600,2.52,19286,19.6,11672,40192,245537,155.5,276.74
13139,"Hall County","Georgia",179684,139277,7.9,27.9,11.1,50.1,7.4,26.1,63.6,84.9,16.2,25,76.5,21,25.9,69,14.1,175200,2.83,23675,14.8,12417,50876,1014171,457.5,392.78
13141,"Hancock County","Georgia",9429,10076,4.6,18.2,15.6,45.2,74.1,1.5,23.5,90.3,2.8,1.8,66.1,10.3,26.5,75.5,4.5,73800,2.73,10925,26.8,2183,22283,93428,20,471.84
13143,"Haralson County","Georgia",28780,25690,6.4,25.1,14,51.1,4.7,1.1,92.1,83.5,1,1.9,69.6,11,27.6,73.5,8.2,109000,2.63,19033,20.4,10907,38996,179118,102,282.17
13145,"Harris County","Georgia",32024,23695,5.5,23.8,13.2,50.1,17.2,2.7,77.6,88.4,2.5,4.3,88.5,27.4,26.7,88.5,3,196000,2.72,31073,9,2271,67018,165931,69,463.87
13147,"Hart County","Georgia",25213,22997,6.1,22.3,18,50.6,18.7,3.1,76.2,87.8,2,3.4,75.3,15.2,22.6,76.5,4.2,129900,2.56,19124,22.4,7077,36109,171942,108.5,232.39
13149,"Heard County","Georgia",11834,11012,6.3,25.8,13.2,50.3,9.8,1.9,86.1,84.5,0.9,2.5,71.8,7.3,36.2,73.7,5,95300,2.72,18077,19.8,2167,42685,63343,40,296.03
13151,"Henry County","Georgia",203922,119341,6.8,29.3,8.4,52,36.9,5.8,52.5,82.3,7.5,10,89.2,24.4,33,80.2,10.8,171500,2.91,25773,8.3,10315,63923,781736,633,322.13
13153,"Houston County","Georgia",139900,110765,7.3,26.8,10.4,51.3,28.6,6.1,60.5,79.3,5,7.6,87.3,24.4,20.6,67.8,17.7,132500,2.65,25206,12.8,11610,55098,2418706,372.5,375.54
13155,"Irwin County","Georgia",9538,9931,6.3,24.3,15.6,49.6,25.9,2.4,70.4,83.9,2,6.5,70.3,9.2,22.9,78.8,3.5,77500,2.51,16561,25.4,2734,38376,76132,26.9,354.34
13157,"Jackson County","Georgia",60485,41589,7.1,26.5,11.9,50.4,6.8,6.2,83.8,85.1,4.5,7.5,78.9,17.7,26.8,75.2,5.7,166000,2.73,22473,15.1,9365,51506,318946,178.1,339.66
13159,"Jasper County","Georgia",13900,11426,6.8,25,12.7,50.2,21.8,3.7,72.6,86.1,3.1,4.2,78.3,13.3,35.9,70.5,2.9,121800,2.73,20263,19.1,2442,42081,76898,37.8,368.17
13161,"Jeff Davis County","Georgia",15068,12684,7.9,27.6,12.4,50.5,14.8,10.5,73.4,83.2,4.6,9,75.2,11.5,22.4,71,8.2,74000,2.58,15730,24,15440,32928,96807,45.6,330.74
13163,"Jefferson County","Georgia",16930,17266,6.9,25.2,14.8,51.7,54.4,3.1,41.4,87.2,1.6,2.7,72.6,8.7,21.9,70.9,10.5,74500,2.64,15165,26.9,7897,29268,183392,32.2,526.49
13165,"Jenkins County","Georgia",8340,8575,7.4,26.8,15.1,52.5,40.5,4,54.1,92.5,4.4,6.1,70.6,12.8,25,75.8,2.1,69700,2.67,17629,19.1,6311,27686,86525,24,347.28
13167,"Johnson County","Georgia",9980,8560,5.5,20.9,13.9,44,35,1.9,62.3,82.5,1.1,2.9,65.5,8.9,29,69.9,8.9,64000,2.52,15659,27.7,2678,27607,79980,32.9,303.01
13169,"Jones County","Georgia",28669,23639,6.6,26.1,12.5,51.6,24.4,1.1,72.7,87.3,2.4,2.9,85.4,17.2,24.4,80.8,3.1,135200,2.67,21598,13.1,2588,50717,107522,72.8,393.93
13171,"Lamar County","Georgia",18317,15912,5.9,21.1,13.6,51.7,30.8,1.9,65.2,81.4,1.4,2.1,76.2,9.7,25.3,66.6,11.1,114100,2.69,17725,20.4,6732,37536,117184,99.8,183.5
13175,"Laurens County","Georgia",48434,44874,7.1,25.8,14.2,52.4,35.8,2.4,59.7,88.6,2.1,3.7,79.6,15.9,21.4,67.6,11.8,88800,2.64,19387,21,12912,38280,546356,60,807.3
13177,"Lee County","Georgia",28298,24757,6.6,28,8.3,50.2,18.6,2,75.8,87.3,2.4,5.5,83.4,19.2,20.1,77.7,9.6,145300,2.81,23867,8.2,3754,59811,107836,79.5,355.78
13179,"Liberty County","Georgia",63453,61610,10.3,30.2,6.3,51.2,42.2,9.7,42.7,70.4,6.6,11.1,88.7,16.3,21.2,50.8,23.2,120300,2.76,18662,17.8,8908,42674,981362,129.5,489.8
13181,"Lincoln County","Georgia",7996,8348,5.3,20.6,17.5,51.3,32.1,1.2,65,89.3,0.7,2.4,77.4,9.7,35.1,78.9,2.2,98100,2.32,19627,26.3,4927,36399,66483,38,210.38
13183,"Long County","Georgia",14464,10304,9.4,30.6,7.3,50.5,25.2,12.3,58.7,76.6,4.2,7.9,78.7,9.1,26.4,63.1,2.3,75700,2.83,15068,15.8,1548,41186,50584,36.1,400.29
13185,"Lowndes County","Georgia",109233,92115,7.6,24.7,9.8,51.2,35.8,4.8,56.1,77.5,4.1,6.6,82.9,22.3,17,59.1,19.1,128800,2.62,20041,21.6,17744,39096,985497,220.2,496.07
13187,"Lumpkin County","Georgia",29966,21016,5.9,20.8,12.7,50.3,1.1,4.5,91.8,82.9,3.8,5.7,80.9,19.5,30.5,70.5,6.4,170400,2.49,20088,15.2,7764,43394,155771,105.9,282.93
13189,"McDuffie County","Georgia",21875,21231,7.1,26,13.6,53.1,39.8,2.2,56.3,87.1,1.3,2.4,70.1,11.5,23.7,65,9.5,93600,2.58,17261,19.5,16276,35414,167055,85,257.46
13191,"McIntosh County","Georgia",14333,10847,5.5,21.5,17.3,51.2,35.9,1.6,60.8,87.7,1.4,2.3,75.1,15,25.7,74.7,3.8,103400,2.43,20964,16.6,9952,39075,146742,33.8,424.3
13193,"Macon County","Georgia",14740,14074,5.8,22.1,12.4,45.9,60.6,3.6,33.7,89.1,3.3,6,67.5,10.7,22,64.9,9.3,69000,2.71,12902,33,3588,27950,118694,36.8,400.64
13195,"Madison County","Georgia",28120,25730,6.1,24.4,13.3,50.6,8.4,4.1,85.7,90.5,2.6,3.8,72.9,12.9,23.5,76.8,2.9,128100,2.92,18975,17.8,4291,41343,172885,99.6,282.31
13197,"Marion County","Georgia",8742,7144,6.5,24,13.9,50.8,32.7,6.5,58.3,90.4,4.4,7.6,80.2,6.8,26.4,74.4,9.6,75900,2.65,17729,22,10179,31581,52125,23.9,366
13199,"Meriwether County","Georgia",21992,22534,6.5,23.7,15.8,52.3,39.1,1.6,57.3,84.5,0.9,1.6,72.8,9.7,29.7,72.5,5.4,95600,2.58,18295,16.8,4421,37845,169584,43.9,501.22
13201,"Miller County","Georgia",6125,6383,6.9,23.4,18.3,52.2,28.1,1.5,69.2,90.9,1.4,1.5,73.4,9.4,19.8,69.9,3.4,80200,2.29,19895,18.2,8671,33196,66343,21.7,282.42
13205,"Mitchell County","Georgia",23498,23932,7.4,24.8,13.1,48.1,47.7,4.4,46.4,90.3,2.3,4.2,66,9.6,19.8,65.4,11.3,76800,2.7,16322,22.2,6268,36198,199805,45.9,512.09
13207,"Monroe County","Georgia",26424,21757,5.5,22.5,13.9,49.8,23.7,2,72.3,88.8,1.5,2.6,80.7,19,27.8,80,4.7,152400,2.69,23656,12.3,4563,48297,129519,66.8,395.66
13209,"Montgomery County","Georgia",9123,8270,6.1,22.8,12.9,48.5,26.3,5.3,67.3,90.5,4.7,6.4,81.3,15.5,23.2,71.3,6.7,80300,2.48,17168,18.2,2753,35182,70067,38.1,239.52
13211,"Morgan County","Georgia",17868,15457,5.7,24.8,15.5,51.7,23.6,2.8,71.7,90.5,2.4,3,78.9,23.8,25.3,74.9,3.9,169400,2.65,27732,15.4,15202,45817,115092,51.4,347.35
13213,"Murray County","Georgia",39628,36506,7.1,26.9,10.8,50.4,0.6,13,85,89,8.1,12.1,66.2,6.7,23.8,72.5,7.3,98300,2.8,16925,17.1,5374,38226,159791,115,344.47
13215,"Muscogee County","Georgia",189885,186291,7.4,25.6,11.6,52.1,45.5,6.4,43.7,73.9,4.9,9.1,83.8,21.6,18.6,56.4,29,131900,2.39,22514,18.2,15482,41331,2333975,877.5,216.39
13217,"Newton County","Georgia",99958,62001,7.6,28.9,9.8,52.4,40.9,4.6,52,82.9,5.9,6.3,83.4,19.4,31.5,76,8.7,148600,2.84,21583,12.7,7096,52361,457572,367.3,272.16
13219,"Oconee County","Georgia",32808,26225,5.9,28.4,10.9,51.2,5,4.4,86.3,89.3,5.5,7.1,88.7,44.9,21.7,82.7,6.1,228700,2.78,34271,7.4,10357,74352,146127,178,184.29
13221,"Oglethorpe County","Georgia",14899,12635,5.9,23.9,14.2,50.4,17.2,3.7,76.7,95.9,2,4.6,75.7,11.7,26.2,80.1,1.8,134400,3.09,17572,19,4988,39319,67384,33.9,439.01
13223,"Paulding County","Georgia",142324,81678,7.9,30.3,7.2,51.1,17.1,5.1,75,84.7,4,5.5,85.9,20.8,38.9,81.6,7.5,149600,2.89,23450,8.2,7607,62348,317035,455.8,312.22
13225,"Peach County","Georgia",27695,23668,6.6,22.8,11.4,51.6,45.9,6.8,45.1,82.9,4.6,7.2,80.1,18,22.6,69,15,113900,2.72,18681,25.4,12122,41014,291507,184.3,150.27
13227,"Pickens County","Georgia",29431,22983,5.9,22.6,16.3,50.9,1.1,2.8,94.5,86.1,3.1,4.4,79.3,22,30.9,80.4,7.2,170600,2.56,25892,11.6,10541,49945,168634,126.8,232.06
13229,"Pierce County","Georgia",18758,15636,7,26.1,14,50.9,8.9,4.7,84.6,82.3,2,4.7,77.4,8.8,22.6,76.6,5.3,75400,2.66,18283,15.4,5586,37062,132825,59.3,316.49
13231,"Pike County","Georgia",17869,13688,5.7,27.1,12.3,51.1,10.3,1.1,86.8,82.1,1.1,2.2,83,15.7,31.7,83.1,2.9,153300,2.9,21051,10.5,1970,53213,268105,82.7,216.09
13233,"Polk County","Georgia",41475,38127,8,26.6,13.3,50.5,12.5,11.8,73.5,83.9,7,11,71.6,11.4,26.9,70.5,11.4,108300,2.77,18214,19.3,7592,38646,322882,133.6,310.33
13235,"Pulaski County","Georgia",12010,9588,5.9,21.5,15.7,56.8,31.8,3.9,62.4,87,0.8,2.2,77.2,5.6,22.5,72.3,7.7,79000,2.47,16621,11.6,8619,36262,89823,48.2,249.03
13237,"Putnam County","Georgia",21218,18812,6.3,21.7,18.1,51.3,26,6.3,66.1,88.6,4.3,7.6,80.4,18.8,26.7,79.9,3.8,157600,2.44,25576,12.3,10073,41529,139519,61.6,344.64
13239,"Quitman County","Georgia",2513,2598,5.3,20.5,22,52.2,47.9,1.4,50.3,82,0.4,1.7,66.5,7.4,19.7,70.4,2.7,66700,2.49,13642,31.6,1045,28912,23644,16.6,151.24
13241,"Rabun County","Georgia",16276,15050,5,21.1,21.3,50.7,1,8,88.9,91.7,6.1,8.6,80.5,24.7,21.3,73,8.8,175700,2.26,22471,18.5,14153,34406,132699,44,369.99
13243,"Randolph County","Georgia",7719,7791,6.5,22.4,17.8,54,61.8,1.5,36,88.3,1.9,1.7,70.4,13.1,18.9,65,4.3,64300,2.5,17632,28,6087,26194,84944,18,428.24
13245,"Richmond County","Georgia",200549,199775,7.4,24.6,11.3,51.6,54.2,4.1,38,77.6,3.7,6.4,82.3,20.3,19.5,57,25.5,99300,2.51,20604,23.3,12695,37882,2803775,618.4,324.33
13247,"Rockdale County","Georgia",85215,70111,6.8,26.9,10.6,52.4,46.4,9.5,40.9,81.7,11.6,11.8,84.8,23.6,32.6,68.9,20.8,169900,2.89,24367,12.3,17720,55779,351044,656.5,129.79
13249,"Schley County","Georgia",5010,3766,6.3,30,13.1,52,23.3,3.2,72.1,90.1,3.2,8.4,71.4,8.7,30.9,66.4,7.8,91300,2.81,16122,19.2,4503,35096,32466,30,166.91
13251,"Screven County","Georgia",14593,15374,6.8,25.3,14.9,51.2,43.3,1.2,54.1,85.9,0.8,1,74.7,11.4,28.5,77.4,7,76800,3.01,16189,20.4,6219,32155,125240,22.6,645.1
13253,"Seminole County","Georgia",8729,9369,5.7,23,19,52.6,33.4,2.3,63.2,91.8,1.3,1.5,77,10.3,23.8,78.5,2.8,72900,2.75,19263,25.4,8485,32666,88296,37.1,235.23
13255,"Spalding County","Georgia",64073,58417,7.2,25.3,13.3,51.5,32.8,3.8,60.8,81.6,3,4.6,74.8,13.6,28.2,64.6,15.8,124400,2.71,19607,21.2,10492,41100,443220,326.1,196.47
13257,"Stephens County","Georgia",26175,25435,6.2,22.7,16.6,52.1,10.9,2.4,84.1,86.9,2.9,3.8,74.8,13.3,21.2,72,8.3,108100,2.67,18285,18.8,10895,34938,246127,146.1,179.13
13259,"Stewart County","Georgia",6058,5252,4.5,15.7,14.2,39.2,47.3,24,27.3,94.2,0.4,1.1,70.4,11,29,68.9,4.8,49500,2.53,15612,24.2,5203,30954,62584,13.2,458.73
13261,"Sumter County","Georgia",32819,33200,7.2,25.3,12.6,52.4,51.8,5.2,40.9,84.8,3.9,6.2,75.4,18.9,18,63,19.6,86300,2.77,17436,26.9,10016,32430,290440,68,482.7
13263,"Talbot County","Georgia",6865,6498,5.3,21.3,16.3,52.7,59.2,1.3,38.4,92.3,0.2,2.1,78.7,10.9,28.4,79.6,5.8,85900,2.58,18007,23.5,710,33873,61618,17.5,391.39
13265,"Taliaferro County","Georgia",1717,2077,5.6,18.8,20.5,51,59.6,2,36.4,84.1,2.6,3.1,58.4,6.8,30.3,71,4.7,67200,2.74,13955,34.4,925,22188,21834,8.8,194.61
13267,"Tattnall County","Georgia",25520,22305,5.9,21.2,11.6,41.8,29.3,9.8,59.5,80.6,6.4,11.1,74,11.9,24.8,68.1,5.8,80700,2.8,16742,21.4,4457,38522,175680,53.2,479.4
13269,"Taylor County","Georgia",8906,8815,6.1,24.5,14.9,51.7,39.3,1.8,57.5,85,1.1,1.3,63.5,7.4,25.9,74.2,6.5,61500,2.44,14693,33.1,5359,25237,82658,23.6,376.69
13271,"Telfair County","Georgia",16500,11794,5.7,20.1,13.6,42.7,36.5,12.3,51.1,93.5,12.2,12,68.9,8.1,22,61.6,8.9,58900,2.3,13420,31.3,5817,23876,166955,37.7,437.3
13273,"Terrell County","Georgia",9315,10970,7.2,24.7,14.9,51.9,61.2,1.7,36.1,88.2,2.5,3.7,65.8,9.9,20.2,60.6,11.6,75100,2.6,15553,31,6657,27909,107294,27.8,335.44
13275,"Thomas County","Georgia",44720,42737,6.8,24.9,15.1,52.6,36.9,2.9,58.3,86,2.1,3.2,81.4,19.6,19.9,61.8,11.8,137200,2.5,21261,22.8,13852,35797,382178,82.1,544.6
13277,"Tift County","Georgia",40118,38407,7.4,25.8,12.8,52.1,29,10.1,58.7,82.5,6.5,11.9,75.9,16.3,16.2,64.9,15.1,109500,2.68,18394,22.8,17119,36847,325022,154.9,258.92
13279,"Toombs County","Georgia",27223,26067,8.2,28,13.7,52.5,24.9,11.2,62,90.7,6.1,11.8,80.1,14.3,21.7,62.6,13.4,86000,2.64,17974,25.7,13914,31635,218675,74.8,364.01
13281,"Towns County","Georgia",10471,9319,3.7,15.7,29.2,52.3,0.4,2,96.5,89.8,2,3.3,86.5,20.8,24,86.5,2.3,194600,2,21527,9.3,9426,39540,100876,62.9,166.56
13283,"Treutlen County","Georgia",6885,6854,7.2,24.9,13.7,49.9,32.6,1.5,64.9,90.1,0.7,2.7,73,9.9,22.3,65.2,5.8,69000,2.59,16710,24.7,4407,36467,54689,34.5,199.44
13285,"Troup County","Georgia",67044,58779,7.1,26.6,12.4,51.9,33.4,3.2,60.3,80.6,3.3,5,79.3,19.4,20.5,65,15.1,130300,2.67,19699,19.8,12600,41770,499942,161.9,413.99
13287,"Turner County","Georgia",8930,9504,6.7,24.7,15.7,51.2,41.6,3.2,54,85.7,1.8,3.6,68.5,13.2,22,64.4,19.5,83100,2.71,15973,25.4,6881,30763,88312,31.3,285.39
13289,"Twiggs County","Georgia",9023,10590,5.8,20.6,16.2,51.3,41.3,1.4,56.1,92.1,0.9,1.3,61.4,6.7,27.8,81,2.5,65500,3.04,15904,21.2,2969,26521,116762,25.2,358.4
13291,"Union County","Georgia",21356,17289,4.3,17.8,26.6,51.3,0.5,2.4,95.3,86.8,2.2,4.7,82.9,21.6,24.1,78,4.3,197000,2.18,24182,13.9,11809,41298,168287,66.3,321.93
13293,"Upson County","Georgia",27153,27597,6.2,23.6,15.7,52,28,2.2,68.2,82.6,2,2.8,76.1,11.3,24,69.8,9.5,93700,2.57,17398,20.1,7575,34509,205853,84,323.44
13295,"Walker County","Georgia",68756,61053,6.1,23.6,15,50.9,4.1,1.6,92.1,82.8,1.1,2.5,76.2,12.8,25.7,74,9,108100,2.58,19440,15.1,5332,38723,463817,154,446.38
13297,"Walton County","Georgia",83768,60687,6.9,27,12,51.3,15.6,3.2,78.4,84.6,3.8,5.4,80.4,17.3,32,76,8.7,164900,2.78,22521,12.5,9577,51721,429533,257.2,325.68
13299,"Ware County","Georgia",36312,35483,6.9,23.6,15.2,50.2,29.5,3.3,64.9,82.3,3,5.1,79.6,12.2,22.1,66.6,13.8,78000,2.58,18295,20.5,17285,35517,386477,40.7,892.46
13301,"Warren County","Georgia",5834,6336,6.9,23.5,17.9,53.8,61.7,0.9,36.6,92.4,0.1,0.9,69.6,4.7,22.6,70.8,9.3,61100,2.49,15987,25.7,3954,31043,65063,20.5,284.3
13303,"Washington County","Georgia",21187,21176,6.6,23.8,13.6,49,52.7,1.9,44.1,89.8,1.2,2.3,74.8,10.7,21.4,71.8,5.7,77500,2.68,15033,27.6,10248,31382,180233,31.2,678.45
13305,"Wayne County","Georgia",30099,26565,7.2,24.8,12.8,47.8,19.9,5.7,72.3,83.3,4,6,77.9,10.9,25.7,70,6.9,86800,2.63,18393,18.3,10703,37340,231823,46.9,641.78
13307,"Webster County","Georgia",2799,2390,5.9,25.4,15,51.3,42.3,3.5,53.3,88.3,3.4,5.8,78.1,7.9,24,76.1,3.7,62800,2.46,16295,23.6,2095,25708,20997,13.4,209.12
13309,"Wheeler County","Georgia",7421,6179,5.5,18.9,11.9,38.3,35.2,4.8,59.4,91.2,0.9,2.3,69.7,8.6,19.5,75.5,6.8,65000,2.83,10043,24.3,2674,35422,53833,25.1,295.48
13311,"White County","Georgia",27144,19944,5.9,22.8,17.5,51.1,1.7,2.4,93.8,88.9,1.9,2.4,83.3,19.6,29.7,76,5.6,171000,2.17,23680,19.4,11284,41756,144303,112.8,240.69
13313,"Whitfield County","Georgia",102599,83525,7.9,28.5,11.2,50.2,3.7,31.6,62.2,83.9,18.6,29.9,67.4,15.1,19.5,68.3,19.1,130000,2.88,19780,19.2,15535,42345,475562,353.2,290.46
13315,"Wilcox County","Georgia",9255,8577,5.2,19.3,14.3,41.3,35.1,3.7,59.9,87.6,0.7,2.4,73,8.8,23.8,84,3.9,56900,2.74,12692,25.5,3157,30784,78305,24.5,377.71
13317,"Wilkes County","Georgia",10593,10687,6,22.2,18.6,51.2,42.8,3.4,51.9,90.9,1.4,3.4,71.8,15.5,22.7,71.5,6.4,84700,2.61,16993,25.5,7168,28022,106310,22.6,469.49
13319,"Wilkinson County","Georgia",9563,10220,6.9,24.3,15.7,52.1,38.4,2.2,57.8,91.2,0.9,2,79.2,12.1,24.4,81.7,2.2,71200,2.66,17929,23.1,2418,37902,131952,21.4,447.31
13321,"Worth County","Georgia",21679,21967,6.6,24.6,14.5,52,27.6,1.5,69.4,87,1.1,2.3,73.6,9.4,25.6,70.9,6.9,85400,2.72,18348,20.8,6203,38670,155968,38,570.7
15001,"Hawaii County","Hawaii",185079,148677,6.4,22.8,14.5,49.8,0.6,11.6,31.2,86,11.2,19.1,90.5,26.6,26.3,66.2,20.9,361400,2.73,26194,14.4,14816,54996,1295641,45.9,4028.42
15003,"Honolulu County","Hawaii",953207,876156,6.4,22.1,14.5,49.9,2,8.1,19.1,84.5,19.5,28.1,89.9,31.1,27,57.6,45,559000,2.96,29516,8.8,12817,70093,15515938,1586.7,600.74
15005,"Kalawao County","Hawaii",90,147,0,0,28.9,53.3,0,1.1,26.7,94.6,17.6,25.7,79.7,24.3,6.2,0,22.3,0,1.1,43308,4.1,0,41806,1228,7.5,11.99
15007,"Kauai County","Hawaii",67091,58463,6.4,22.7,14.9,49.8,0.4,9.4,30.7,86.2,13.7,19.2,88.3,22.7,19.9,65,25.1,583200,2.98,26513,8.8,16730,62531,502523,108.2,619.96
15009,"Maui County","Hawaii",154834,128094,6.5,23.1,12.8,49.9,0.6,10.1,31.8,82.6,15.8,19.8,88.7,25.7,20.8,58.8,38.9,614600,2.89,29180,8.9,17437,63989,765346,133.3,1161.52
16001,"Ada County","Idaho",392365,300904,7.2,26.4,10.5,49.9,1.1,7.1,86.5,79.2,5.8,9,92.9,35,19.3,69.6,18,214500,2.55,27915,10.2,15720,55835,3122360,372.8,1052.58
16003,"Adams County","Idaho",3976,3476,4.8,19.2,20.8,48.7,0.1,2.4,94.8,85.5,1,1.5,88.4,21.3,18.3,80.4,3.1,205100,2.31,22730,12.4,5627,36004,33748,2.9,1363.06
16005,"Bannock County","Idaho",82839,75565,8.4,27.4,11.2,50.1,0.8,6.7,86.4,79.4,2.9,6.4,90.5,27.3,17.7,71.2,19.5,135500,2.65,21275,14,13706,44848,580516,74.5,1111.99
16007,"Bear Lake County","Idaho",5986,6411,6.8,27.3,18.4,50.4,0.1,3.6,94.7,85.4,0.3,3.3,90.4,16.7,20.9,80.9,7.5,135900,2.37,19284,13.9,10031,43374,47263,6.1,974.79
16009,"Benewah County","Idaho",9285,9171,6.5,23.7,18.3,49,0.3,2.5,85.3,86.9,1.2,3.1,87.2,12.1,17.1,74.2,5.8,123000,2.39,18312,15.2,10111,37500,103879,12,776.62
16011,"Bingham County","Idaho",45607,41735,9.7,33,11.4,49.8,0.2,17.2,74.9,85.5,6.4,15.5,84.6,15.9,20.2,79.9,9.6,125300,3.08,18633,14.7,7822,44128,273825,21.8,2093.98
16013,"Blaine County","Idaho",21376,18991,6.6,24.3,11.6,49.1,0.2,20,78,83.2,15,18.5,92,43.2,17.8,68.3,29.9,473600,2.29,32656,9.3,16414,61854,78881,8.1,2643.59
16015,"Boise County","Idaho",7028,6670,4.4,21.5,15.9,47.8,0.2,3.5,93.2,84.6,2.3,3.5,87.2,23.9,36.5,76.8,1.3,186700,2.3,24288,16.3,2465,48789,46233,3.7,1899.24
16017,"Bonner County","Idaho",40877,36835,5.2,21.7,17.1,49.6,0.1,2.2,94.4,87.3,2.8,3.3,91,22.5,23.9,74.5,10.1,236300,2.21,24745,14.3,11788,41943,329070,23.6,1734.57
16019,"Bonneville County","Idaho",104234,82522,9.6,31.5,10.9,50.1,0.6,11.4,85.3,82,5.1,9.9,90.6,26.2,20.1,74.1,17.4,153400,2.81,23218,11,19405,50445,2330234,55.9,1866.08
16021,"Boundary County","Idaho",10972,9871,6.3,25.6,16.7,49.4,0.3,3.7,92.1,89.4,2.9,5,82.9,12.9,17.7,82.5,5.7,174600,2.58,18011,18.8,7945,37712,80797,8.6,1268.56
16023,"Butte County","Idaho",2891,2899,7.4,28.2,17.5,48.6,0.2,4.1,93.8,87.3,2,2.3,88.6,17.5,19.7,82.9,11.9,108500,2.42,20414,13.8,6500,39413,40410,1.3,2231.67
16027,"Canyon County","Idaho",188923,131441,9.1,31.5,10.8,50.5,0.6,23.9,72.3,79.4,9.1,18.9,82,16.7,24.5,71.4,11.9,151300,2.89,18366,17.3,12171,43218,883329,321.6,587.37
16029,"Caribou County","Idaho",6963,7304,7.9,29,15.8,49.6,0.1,4.8,93.1,89.7,3.2,3.9,88,16.2,17.6,79.2,10.6,116000,2.51,20637,8.4,9967,44958,60428,3.9,1764.15
16031,"Cassia County","Idaho",22952,21416,9.3,33.1,12.9,49.4,0.3,24.9,72.9,84.3,9.9,17.9,78.8,15.7,16.1,68.6,8.8,114600,2.89,17782,15.4,15216,39866,146656,8.9,2565.08
16035,"Clearwater County","Idaho",8761,8930,4.3,17.8,22.4,45.9,0.2,3.1,92,86.2,1.8,4.6,84.7,14.4,23.5,78.2,6.6,124800,2.2,20507,11.7,8489,41835,104438,3.6,2457.27
16037,"Custer County","Idaho",4368,4342,5,19.6,18.7,46.9,0.2,4,94,87.5,1.2,2.7,92.9,24.5,23,80.1,4.7,127600,2.23,22625,13.8,8542,41910,43637,0.9,4920.94
16039,"Elmore County","Idaho",27038,29130,9.3,28.4,10,48.3,2.7,15.2,75.1,79.4,8.3,12.6,84.5,14.6,17.9,67.5,9.3,142600,2.75,20388,12,8319,43089,460959,8.8,3074.74
16041,"Franklin County","Idaho",12786,11329,9.5,35.2,12.8,49.3,0.2,6.6,91.8,87.7,2.8,6.4,91.7,18.5,22.7,80.9,4.3,165300,3.06,17967,13.7,9319,45682,54501,19.3,663.65
16043,"Fremont County","Idaho",13242,11819,8.8,31.4,13.9,47.4,0.3,12.8,85.1,89.9,6.5,12.8,85,19.8,21,81.6,3.4,125200,2.88,18616,8.5,5412,42523,84086,7.1,1863.53
16045,"Gem County","Idaho",16719,15181,6.6,24.5,18.6,50.5,0.1,8,89.1,79.5,4.8,8.4,83.5,12.6,31.4,79.4,6.1,161700,2.56,20431,14.7,6914,42794,121674,29.8,560.9
16047,"Gooding County","Idaho",15464,14155,8.3,29.5,15.1,48.3,0.2,28.1,69.6,90,14.6,14.8,76.2,11.5,21.8,72.7,5.7,127500,2.71,17694,16.5,6158,37228,99736,21.2,728.97
16049,"Idaho County","Idaho",16267,15511,5.3,20.9,21.2,47.8,0.3,2.6,92.4,87.4,1.4,3.1,85.7,12.3,21.1,75.8,4.6,140900,2.32,18980,19.1,6395,34536,162464,1.9,8477.35
16051,"Jefferson County","Idaho",26140,19155,10.8,35.5,9.6,49.8,0.2,10.1,87.7,84.6,4.6,9.6,85.8,17.8,26,81.9,4.5,154000,3.14,19019,10.2,4058,51579,115201,23.9,1093.5
16053,"Jerome County","Idaho",22374,18342,9.5,31.1,11.2,48.9,0.3,31,66.9,88.4,16.1,17.8,71.6,12.1,16.8,64.6,9.4,135200,2.94,16947,15.5,15013,39188,124644,37.5,597.19
16055,"Kootenai County","Idaho",138494,108685,6.5,24.7,14.5,50.7,0.3,3.8,92,82.3,2.6,3.8,91.4,23.2,21.4,70.7,15,220000,2.45,24418,11.9,16242,46336,1193926,111.3,1244.13
16057,"Latah County","Idaho",37244,34935,5.7,18.7,10.4,48.5,0.8,3.6,90.6,67,3.9,6.2,93.5,41.8,18.3,54,34.9,183800,2.26,20218,21.5,9697,36974,263666,34.6,1076
16059,"Lemhi County","Idaho",7936,7806,5.4,19.9,22.2,49,0.2,2.3,95,82.8,1.2,2.8,91.9,22.3,14.5,72.8,7.6,174900,2.21,21699,20,15806,36411,83037,1.7,4563.39
